BRAND & NAME,Quick Access Pocket (#),Additional Notes,Bag Style Opening,Compression Straps,Depth (inches),Expandable,Expandable Volume,Handles,Height (inches),LINKS,Laptop Access,Lash Points (outside),Load Lifters,Luggage Pass Through / Trolley Sleeve,Material,Max. Laptop Size (in),Org Slots/Pockets,Origin of Company,Packable,Picture,Price (USD),QAP Location,Sternum Strap,Type,Volume (liters),WBP Location,Warranty,Water Bottle Pockets (#),Weight (lbs),Width (inches)
Jansport Odyssey,1,,180° Half Zip,2,12,No,No,1,19.5,https://www.jansport.com/shop/en/jansport-us/backpacks/odyssey-backpack-t14g&sa=D&source=editors&ust=1740763376089981&usg=AOvVaw0KYBZE5BMO2H0x1csH-0LT,,5,No,No,,15,No,USA 🇺🇸,No,https://assets.trailspace.com/assets/4/c/b/13640907/RDRIF.jpg,100,top,Yes,Backpack,39,Side,30 years,2,2.9,14
Jansport Right Pack,1,,180° Half Zip,no,5.5,No,No,1,17.5,https://www.jansport.com/shop/en/jansport-us/all-backpacks/right-pack-js0a4qva?variationId%3D7G7&sa=D&source=editors&ust=1740763376091856&usg=AOvVaw3y2YN8u3wNYbnMAyNmnp_b,Internal sleeve,no,No,No,915D Cordura with Premium Suede,15,No,USA 🇺🇸,No,https://jansport.co.uk/cdn/shop/files/JS0A4QVB_KL9_side.jpg?v=1715174440&width=1946,70,front,No,Backpack,28,Side,30 years,2,1.5,12.5
Jansport Superbreak,1,,180° Half Zip,no,8.5,No,No,1,16.5,https://www.jansport.com/shop/en/jansport-us/backpacks/superbreak-js0a4qut&sa=D&source=editors&ust=1740763376093997&usg=AOvVaw22OpiGvi5f8iMMnAFC3-WV,,no,No,No,30% Recycled 600 Denier Polyester,15,No,USA 🇺🇸,No,https://images-na.ssl-images-amazon.com/images/I/51fSQbraW9L._SL500_._AC_SL500_.jpg,36,front,No,Backpack,26,Side,30 years,2,0.7,13
Jansport West Break,1,Compression strapss on front,180° Half Zip,2,6.5,No,No,1,17,https://www.jansport.com/shop/en/jansport-us/grey-backpacks-258006--1/west-break-js0a47kx&sa=D&source=editors&ust=1740763376095778&usg=AOvVaw3Zod4iSOuFPwbYTyPE4h75,,no,No,No,30% Recycled 600 Denier Polyester,15,No,USA 🇺🇸,No,https://www.virginmegastore.om/medias/194008-main.jpg?context=bWFzdGVyfHJvb3R8ODExMTh8aW1hZ2UvanBlZ3xhREl3TDJnMk55ODVOVFkxTXpRMU16RTJPRGswTG1wd1p3fGZkYmY2ZjVhMzNhZDg5MTIyYTM0MmQwYThmNGQ3OTQxYTQyMjQ3NzA1ZThjZDMyZjAxMzU2N2ZhYTgxNGM1ZDE,65,top,No,Backpack,28,Side,30 years,1,1.1,12.5
Kelty Delano (Origins Collection),2,water bladder,180° Half Zip,,6,No,,1,17.5,,External compartment,no,No,No,500D Polyester,15,Yes,USA 🇺🇸,No,https://cdn11.bigcommerce.com/s-c9gaghhv/images/stencil/1920w/products/3267/9845/22633623BOV_MAIN_Kelty_S23_DelanoBackpack_BurntOlive__83936.1688076065.jpg?c=2,65,front,No,Backpack,21,Side,Lifetime,2,1.3,12
Kelty Linwood Backpack,1,water bladder,180° Half Zip,,7,No,,1,18.5,,External compartment,no,No,No,500D Polyester,15,Yes,USA 🇺🇸,No,https://cdn11.bigcommerce.com/s-c9gaghhv/images/stencil/1280x1280/products/3268/9871/22633423BOV_MAIN_Kelty_S23_LinwoodBackpack_BurntOlive__87244.1688078344.jpg?c=2,55,front,No,Backpack,21,Side,Lifetime,2,1.5,10.5
Kelty Linwood Backpack,5,"water bladder, Webbing waist belt with hidden stash location",180° Half Zip,,7,No,,1,19.5,,External compartment,no,No,Yes,500D Polyester,15,Yes,USA 🇺🇸,No,https://cdn11.bigcommerce.com/s-c9gaghhv/images/stencil/1280x1280/products/3266/9857/22634223BOV_MAIN_Kelty_S23_FairbankBackpack_BurntOlive__20372.1717541904.jpg?c=2,100,top & front & side,Yes,Backpack,29,Side,Lifetime,2,2.1,10.5
Kuhl Eskape 25,4,includes hip belt,Clamshell,2,9.5,No,No,3,20.5,,External compartment,>10,Yes,Yes,Rugged tough laminated nylon delivers superior weatherproofing,17,No,USA 🇺🇸,No,https://www.kuhl-uk.com/cdn/shop/files/707_eskape_25_backpack_pirate_blue_front.webp?v=1725810020,269,top & front,Yes,Backpack,25,Side,Lifetime,2,4.1,12.5
L.L.Bean Stowaway Pack,1,"1 small side pocketss
Front stash pocket",180° Half Zip,2,7,No,No,2,19,https://www.llbean.com/llb/shop/126140?page%3Dllbean-stowaway-pack&sa=D&source=editors&ust=1740763376100490&usg=AOvVaw3uLPd4_bqzehKoki5vSb7d,Not dedicated,1,No,No,70D recycled polyester ripstop,No,No,USA 🇺🇸,No,"https://hips.hearstapps.com/vader-prod.s3.amazonaws.com/1684261074-1669994698-llbean-stowaway-1669994684.png?crop=1xw:1.00xh;center,top&resize=980:*",65,top,Yes,Backpack,22,Side,Lifetime,2,0.9,10
Linus Tech Tips (LTT) Commuter Backpack,1,2x hidden side pockets underside of water bottle pockets,Clamshell,no,8,No,No,1,17.5,https://www.lttstore.com/products/commuter-backpack?_pos=1&_fid=bb2637eff&_ss=c,External compartment,>10,No,Yes,100% Recycled Polyester,15,Yes,USA 🇺🇸,No,https://www.lttstore.com/cdn/shop/files/5_af49c188-4b90-4546-b719-2c06db18e504.jpg?v=1740791204&width=1445,150,top,Yes,Backpack,20,Side,Limited Lifetime,2,2.6,11.5
Matador Freerain Waterproof Packable,1,,Rolltop,2,3,Yes,4,1,5,,Not dedicated,,No,No,"70D Robic® nylon UHMWPE (Ultra-high-molecular-weight-polyethylene), PU waterproofing",No,No,USA 🇺🇸,Yes,https://www.matadorequipment.com/cdn/shop/products/1HP_240Gray.jpg?v=1647630660&width=2400,60,front,No,Sling,2,No,,no,0.3,10
Matador GlobeRider35 Travel Backpack,2,,Clamshell,4,9,No,No,5,20.2,https://www.matadorequipment.com/products/globerider35-travel-backpack-2,Internal sleeve,4,Yes,Yes,"420D Bluesign®️ recycled nylon, PU waterproofing",16,Yes,USA 🇺🇸,No,https://rushfaster.com.au/cdn/shop/files/MatadorGlobeRider35TravelBackpack-Garnet_1.jpg?crop=center&height=740&v=1741779370&width=700,290,front,Yes,Backpack,35,Side,1 year,1,3.4,12.5
Matador Refraction Packable Backpack,1,,180° Half Zip,no,7.5,No,No,1,17,https://www.matadorequipment.com/products/refraction-packable-backpack?srsltid=AfmBOootqVAh44MTLbd3rtgiTXGmuFgANjJVf2Pgi1_eXv2l01k9NDWd,Not dedicated,no,No,No,"100D recycled nylon, PU waterproofing",14,No,USA 🇺🇸,Yes,https://m.media-amazon.com/images/I/61TTPWXFNpL._AC_CR0%2C0%2C0%2C0_SX352_SY330_.jpg,60,front,Yes,Backpack,16,Side,3 years,2,0.5,10
Matador ReFraction Packable Sling,1,,,0,3,No,,1,5,,Not dedicated,,No,No,"100D recycled nylon, PU waterproofing",No,No,USA 🇺🇸,Yes,https://www.matadorequipment.com/cdn/shop/files/4_ReFractionSlingBlue_240Gray.jpg?v=1689089373&width=2400,40,front,No,Sling,2,No,,no,0.3,9
Matador SEG28 Backpack,1,"Hidden pocket at back.
4 segmented pockets with external access.",Clamshell,4,9.5,No,No,4,20,https://www.matadorequipment.com/products/seg28-backpack&sa=D&source=editors&ust=1740763376103560&usg=AOvVaw1l5XAtY5I-uCPOcBDVpeT8,External compartment,>10,No,No,420D Bluesign® nylon UHMWPE,16,No,USA 🇺🇸,No,https://wildbounds.com/cdn/shop/files/matador-seg28-backpack-packable-bags-28l-arctic-white-matseg28001w-35771351695527.jpg?v=1710149958,250,top,Yes,Backpack,28,Side,1 year,1,2.3,12
Millican Smith The Core Roll Pack 15L,1,,Rolltop,no,4.3,Yes,18L,1,17.7,https://homeofmillican.com/products/core-roll-pack-15l,Internal sleeve,1,No,No,Outer and lining fabric: 100% recycled polyester (RPET) yarn made from post-consumer waste,13,No,UK 🇬🇧,No,https://homeofmillican.com/cdn/shop/files/millican-the-core-roll-pack-15l-daysack-6_bcf88f6d-8675-4d3f-bc54-e365db0d1559.jpg?v=1696947416&width=823,85,front,No,Backpack,15,No,Lifetime,no,1.2,9.9
Millican Smith The Core Roll Pack 20L,1,,Rolltop,no,5.1,Yes,25L,1,19.7,https://homeofmillican.com/products/core-roll-pack-20l,Internal sleeve,1,No,No,Outer and lining fabric: 100% recycled polyester (RPET) yarn made from post-consumer waste,17,No,UK 🇬🇧,No,https://homeofmillican.com/cdn/shop/files/millican-the-core-roll-pack-20l-daysack-30_3b8fcf37-8dab-4214-a703-5aa2a7604612.jpg?v=1696946227&width=823,100,front,No,Backpack,20,No,Lifetime,no,1.3,11.4
Millican Smith The ORIGINAL Roll Pack 15L,3,,Rolltop,no,5.3,Yes,18L,1,17.7,https://homeofmillican.com/products/smith-the-original-roll-pack-15l?variant=55110353453434,External compartment,1,No,No,"custom version of the brilliant Bionic® DPX fabric - 67% RPET (recycled plastic) and 33% cotton, using PFC-free C0 DWR",13,Yes,UK 🇬🇧,No,https://homeofmillican.com/cdn/shop/files/smith-the-original-roll-pack-15l-2.jpg?v=1741171355&width=823,160,front & side,Yes,Backpack,15,Side,Lifetime,2,1.8,11
Millican Smith The ORIGINAL Roll Pack 25L,3,,Rolltop,no,7,Yes,30L,1,20.5,https://homeofmillican.com/products/smith-the-original-roll-pack-25l,External compartment,2,No,No,"custom version of the brilliant Bionic® DPX fabric - 67% RPET (recycled plastic) and 33% cotton, using PFC-free C0 DWR",16,No,UK 🇬🇧,No,https://homeofmillican.com/cdn/shop/files/smith-the-original-roll-pack-25l-113.jpg?v=1741185687&width=823,160,front & side,Yes,Backpack,25,Side,Lifetime,2,2.3,11
Millican Smith The Roll Pack 15L,1,,Rolltop,no,5.3,Yes,18L,1,17.7,https://homeofmillican.com/products/smith-the-roll-pack-15l,External compartment,1,No,No,Outer and lining fabric: 100% recycled polyester (RPET) yarn made from post-consumer waste,13,Yes,UK 🇬🇧,No,https://homeofmillican.com/cdn/shop/products/millican-smith-the-roll-pack-15l-daysack-4.jpg?v=1694443466&width=823,130,side,Yes,Backpack,15,No,Lifetime,no,1.8,11
Millican Smith The Roll Pack 18L,1,,Rolltop,no,5.9,Yes,22L,1,19.5,https://homeofmillican.com/products/smith-the-roll-pack-18l,External compartment,1,No,No,Outer and lining fabric: 100% recycled polyester (RPET) yarn made from post-consumer waste,15,Yes,UK 🇬🇧,No,https://homeofmillican.com/cdn/shop/files/millican-smith-the-roll-pack-18l-daysack-12_0330ffec-b3fe-4f03-b25d-22dd687b189b.jpg?v=1696950350&width=823,150,side,Yes,Backpack,18,No,Lifetime,no,1.9,10.9
Minaal Carry-on 3.0,1,"Hip belt, shoulder strap sold separately
Hideable waterbottle holder",Clamshell,2,8,No,No,2,21.5,https://www.minaal.com/products/carry-on-bag-3&sa=D&source=editors&ust=1740763376109557&usg=AOvVaw0HG5NiTgfH4ReVZwPBEJPY,,2,No,No,600D Picton,16,No,New Zealand 🇳🇿,No,https://www.minaal.com/cdn/shop/products/2021206149_700x.jpg?v=1695335045,350,back,Yes,Backpack,35,Side,Lifetime,1,3.1,14
Minaal Daily 3.0,1,"2 laptop comprtments.
Shoulder strap sold separately.",Clamshell,no,6.5,No,No,2,17,https://www.minaal.com/products/daily-3-0-bag&sa=D&source=editors&ust=1740763376111600&usg=AOvVaw3qwNAHvA-8Sp2YrwivCZxf,External compartment,no,No,No,600D Picton,16,No,New Zealand 🇳🇿,No,https://www.minaal.com/cdn/shop/products/2021206179_700x.jpg?v=1636932328,290,top,Yes,Backpack,21,,Lifetime,no,2.2,12.5
Mixed Works Falcon M,2,"Side zip acces to main compartment, helmet storage
Aluminum X frame",Rolltop,2,7.6,No,No,2,21.6,https://mixedworks.com/en/backpacks/falcon-m.html,Internal sleeve,no,Yes,No,"CORDURA® 1000 outer shell
Waterproof X- Pac® liner
YKK zippers and buckles",15,No,Poland 🇵🇱,No,https://miro.medium.com/v2/resize:fit:880/0*MiJdB7Fufz2FsfSw,300,front & side,Yes,Backpack,27,No,Lifetime,no,2.65,13.6
Mixed Works Falcon S,2,"Side zip acces to main compartment, helmet storage
Aluminum X frame",Rolltop,2,6.8,No,No,2,19.5,http://www.mixedworks.com/en/backpacks/falcon-s.html&sa=D&source=editors&ust=1740763376113635&usg=AOvVaw3UepkQKVUFe2TLFmQJ5G4d,Internal sleeve,no,Yes,No,"CORDURA® 1000 outer shell
Waterproof X- Pac® liner
YKK zippers and buckles",15,No,Poland 🇵🇱,No,https://www.carryology.com/wp-content/uploads/2018/12/Mixed-Works-Falcon-M.jpg,290,front & side,Yes,Backpack,20,No,Lifetime,no,2.2,12
Mixed Works Swift,1,,180° Half Zip,no,6.698,No,No,1,19.7,https://mixedworks.com/en/backpacks/swift.html,Internal sleeve,no,No,No,"CORDURA® 1000 outer shell
Waterproof X- Pac® liner
YKK zippers and buckles",15,Yes,Poland 🇵🇱,No,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjaGx5gpjHBUHMIybNA-e_n9a7D8PVNTyPK9AjpjROYj_a_Qn85Q07WtA-A1rc9p-XBiiGHBvV0xkDjXlHbgmlvaQJSVN-4pwTo7IsYeJ-_DAmHTvWyfxwCseL79cjPnYBUQG-XmBUM5KCu/s640/IMG_9427.jpg,220,front,Yes,Backpack,24,No,Lifetime,no,2.2,12.6
Moment Everything Backpack 17L,1,"Inside has tech compartments for mouse, mobile, pens, laptop and tablet/iPad",Clamshell,no,5.5,No,No,1,16.5,https://www.shopmoment.com/products/everything-backpack-17l-21l&sa=D&source=editors&ust=1740763376115180&usg=AOvVaw1bjfvUr6AfaVVKi4Nrp3Ps,External compartment,no,No,Yes,420D Nylon Fabric,14,Yes,USA 🇺🇸,No,https://www.masterfoto.lv/357010-thickbox_default/moment-everything-backpack-17l-day-pack-workwear-106177.jpg,130,front,No,Backpack,17,Side,Lifetime,1,1.5,10.4
Moment Everything Backpack 21L,1,"Inside has tech compartments for mouse, mobile, pens, laptop and tablet/iPad",Clamshell,no,6,No,No,1,18.7,https://www.shopmoment.com/products/everything-backpack-17l-21l?variant=47464371847483&tab=specs,External compartment,no,No,Yes,420D Nylon Fabric,16,Yes,USA 🇺🇸,No,https://www.syntex.tv/media/produkty/27956/moment-21l-everything-backpack-workwear-4.jpg,150,front,No,Backpack,21,Side,Lifetime,1,1.8,11.4
Moment Everything Backpack 28L Travel,2,"Inside has tech compartments for mouse, mobile, pens, laptop and tablet/iPad",Clamshell,no,6.9,No,No,2,20,https://www.shopmoment.com/products/everything-backpack?tab=specs,External compartment,no,No,Yes,420D Nylon Fabric,16,Yes,USA 🇺🇸,No,https://dtz3um9jw7ngl.cloudfront.net/p/l/9020002M/9020002M.jpg,199,front & back,Yes,Backpack,28,Side,Lifetime,1,2.4,12.4
Moment MTW Backpack 17L,1,"Inside has tech compartments for mouse, mobile, pens, laptop and tablet/iPad",180° Half Zip,no,5.5,No,No,1,17.1,https://www.shopmoment.com/products/mtw-backpack?tab=specs,Internal sleeve,no,No,Yes,600D Recycled Nylon CPH,16,Yes,USA 🇺🇸,No,https://www.syntex.tv/media/produkty/22766/1_thumb_1682418020-1754682.jpg,130,front,Yes,Backpack,17,Side,Lifetime,1,1.8,11
Moment MTW Backpack 21L,1,"Inside has tech compartments for mouse, mobile, pens, laptop and tablet/iPad",180° Half Zip,no,5.5,No,No,1,18.7,https://www.shopmoment.com/products/mtw-backpack?tab=specs,Internal sleeve,no,No,Yes,600D Recycled Nylon CPH,16,Yes,USA 🇺🇸,No,https://www.mukama.com/cdn/shop/files/39866.jpg?v=1716506829,130,front,Yes,Backpack,21,Side,Lifetime,1,2.2,11.4
Mountain Hardwear Field Day™ 16L Backpack,2,laptop sleeve & tablet sleeve,180° Half Zip,no,6.3,No,No,1,18.5,https://www.mountainhardwear.com/p/field-day-16l-backpack-2109971.html?dwvar_2109971_color=351,Internal sleeve,4,No,No,"210D high-tenacity CORDURA® ripstop shell, 200D Recycled Plain Weave Polyester",14,Yes,USA 🇺🇸,No,https://m.media-amazon.com/images/I/61G+ufBVxXL._AC_UY580_.jpg,110,top,Yes,Backpack,16,Side,Lifetime,2,1.5,10.2
Mountain Hardwear Field Day™ 22L Backpack,2,laptop sleeve & tablet sleeve,180° Half Zip,no,8.7,No,No,1,19.2,https://www.mountainhardwear.com/p/field-day-22l-backpack-2109981.html?dwvar_2109981_color=318,Internal sleeve,4,No,No,"210D high-tenacity CORDURA® ripstop shell, 200D Recycled Plain Weave Polyester",15,Yes,USA 🇺🇸,No,https://mountainhardwear.ch/cdn/shop/files/77659ecd-bd23-42dc-9727-70e6c4a1b1d3.png?v=1733766036&width=1024,130,top,Yes,Backpack,22,Side,Lifetime,2,1.8,11
Mountainsmith Trippin Pack,1,,180° Half Zip,no,7,No,No,1,17.5,https://mountainsmith.com/collections/commuter-backpacks/products/trippin-packs,Internal sleeve,1,No,No,210d Robic Dynajin Nylon Ripstop UTS,15,No,USA 🇺🇸,No,https://mountainsmith.com/cdn/shop/products/21-10401-75_TrippinPack_Salmon_Main.jpg?v=1653667376,60,front,No,Backpack,22,,Lifetime,no,1.5,10.3
MTN Ops Crux Backpack,2,"Cant find weight or Material of Nylon, but believe it is 1000D and guess 2.3lbs",180° Half Zip,no,7.5,No,No,1,18,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,External compartment,4,No,Yes,Nylon,15,Yes,USA 🇺🇸,No,https://mtnops.com/cdn/shop/files/Crux_Front.png?v=1740762299&width=800,125,front & top,Yes,Backpack,24,No,Lifetime,no,2.3,12
Mystery Ranch 2 Day Assault,2,Military-heritage 3-ZIP design; body panel zipper to padded laptop sleeve; PALS webbing exterior; internal dump pockets; full-length plastic frame sheet; removable web waist belt; patented adjustable shoulder harness (S/M or L/XL sizing); YKK AquaGuard zippers,Toploader & Clamshell,2,11.25,No,,1,21,https://www.mysteryranch.com/2-day-assault-pack,External compartment,>5,Yes,No,500D Cordura,15,Yes,USA 🇺🇸,No,https://www.mysteryranch.com/Products/2%20Day%20Assault%20113383_coyote-30.jpg?resizeid=5&resizeh=1200&resizew=1200,249,top,Yes,Backpack,27,No,Lifetime,no,3,12
Mystery Ranch Blitz 30,3,Full horseshoe-style zip; body panel zipper to padded laptop sleeve; 2x internal loop PALS panels; grommeted drain holes on side pockets; removable web waist belt; patented adjustable shoulder harness (S/M or L/XL sizing); YKK AquaGuard zippers,Clamshell,3,13.5,No,,1,20.5,https://www.mysteryranch.com/blitz-30-pack,External compartment,no,Yes,No,Cordura,15,Yes,USA 🇺🇸,No,https://www.mysteryranch.com/Products/Blitz%2030%20113384_ponderosa-30.jpg?resizeid=6&resizeh=1600&resizew=1600,289,front & top,Yes,Backpack,29,Side,Lifetime,2,3.5,13
Mystery Ranch In & Out 18,1,"Daisy chain lashpoints on the front.
Stuffs into its own front pocket (8.5”x4.5”x4”)",Toploader,4,7.8,No,No,1,15.3,https://www.mysteryranch.com/in-and-out-pack&sa=D&source=editors&ust=1740763376119617&usg=AOvVaw0hutw8AZc0j9ojfhUMPUVG,Internal sleeve,>10,No,No,100D Cordura MiniRip,14,No,USA 🇺🇸,Yes,https://safarisupply.co.nz/cdn/shop/files/In_and_Out_18-Aqua-OS-3QRT_500x.png?v=1738966043,89,top,Yes,Backpack,18,Side,Lifetime,2,0.8,9.3
Mystery Ranch In & Out 25,1,,Rolltop,2,9.3,No,No,1,19.5,https://www.mysteryranch.com/in-and-out-pack&sa=D&source=editors&ust=1740763376119617&usg=AOvVaw0hutw8AZc0j9ojfhUMPUVG,Internal sleeve,>10,No,No,Nylon 100 Robic Ripstop,15,No,USA 🇺🇸,Yes,https://www.bfgcdn.com/1500_1500_90/502-9337-0611/mystery-ranch-in-and-out-25-daypack.jpg,99,top,Yes,Backpack,25,Side,Lifetime,2,0.9,9.8
Nitecore BP23 Backpack,3,Molle,Clamshell,0,5.9,No,No,4,18.5,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,Internal sleeve,>10,No,Yes,600D Polyester fabric,15,Yes,USA 🇺🇸,No,https://m.media-amazon.com/images/I/91AXQd710WL._UY1000_.jpg,75,front & top,Yes,Backpack,23,No,Limited Lifetime,no,2.3,11.4
Nomatic Backpack,1,"Retractable key lash
Expands to 24L +2.5""
RFID safe storage
Cord pass through inside bag
Velcro inside back panel for attachments",Clamshell,no,5,Yes,24L,3,18.5,https://www.nomatic.com/products/the-nomatic-backpack&sa=D&source=editors&ust=1740763376125099&usg=AOvVaw0c98AS5Rn3TKY0orspjdab,,no,No,No,Waterproof tarpaulin,15,No,USA 🇺🇸,No,https://m.media-amazon.com/images/I/71xTH9L69yL.jpg,280,back,Yes,Backpack,20,Side,Lifetime,2,3.5,12
Nomatic Navigator Collapsible Pack 16L,1,Collapsible and packable.,180° Half Zip,no,6,No,No,1,19,https://www.nomatic.com/products/navigator-collapsible-backpack&sa=D&source=editors&ust=1740763376126978&usg=AOvVaw1mwNJ6pCk-05UCNns3SUXj,Internal sleeve,no,No,No,,16,No,USA 🇺🇸,Yes,https://www.nomatic.com/cdn/shop/files/NVCOLL-BLK-01_NavigatorCollapsiblePack16L_Nomatic_Angle.png?v=1712523249,100,top,Yes,Backpack,16,Side,Lifetime,2,0.9,10.5
Nomatic Travel Bag 30L,1,"Duffle carry
Retractable key lash
Cord pass through inside bag
Lockable zippers",Clamshell,no,9,No,No,3,19,https://www.nomatic.com/products/nomatic-30l-travel-bag&sa=D&source=editors&ust=1740763376128844&usg=AOvVaw0Z1BDa1W_-J-HL5gV5JwvP,,no,No,No,Waterproof tarpaulin,15,No,USA 🇺🇸,No,https://gomatic.co.uk/cdn/shop/products/Gomatic_30L_AngleFront_07022019_07022019.jpg?v=1630674980&width=1000,280,top,Yes,Backpack,30,top,Lifetime,1,3.5,13
Nomatic Travel Bag 40L,1,"Includes: Travel Bag, Waist Straps, Laundry Bag.
RFID security pocket.
Can be carried duffle style.",Clamshell,no,9,No,No,3,21,https://www.nomatic.com/products/nomatic-travel-bag&sa=D&source=editors&ust=1740763376130722&usg=AOvVaw2wAPbCBQ5Y4Gg3GqhuJF7q,,no,No,No,"Tarpaulin and Ballistic 1680 D Nylon
Weather Resistant YKK Zippers",15,No,USA 🇺🇸,No,https://gomatic.co.uk/cdn/shop/products/Gomatic_40L_AngleFront_20190702.jpg?v=1680594922,290,top,Yes,Backpack,40,Side,Lifetime,2,3.4,14
Nomatic Travel Pack,1,"Retractable key lash
Cord pass through inside bag
Lockable zippers
Expands to 30L +3.5""
RFID safe storage
Velcro inside back panel for attachments",Clamshell,no,6,Yes,30L,3,18.5,https://www.nomatic.com/products/the-nomatic-travel-pack&sa=D&source=editors&ust=1740763376132571&usg=AOvVaw2NKWYzekFB0DKOsMPOJhmE,,no,No,No,Waterproof tarpaulin,15,No,USA 🇺🇸,No,https://m.media-amazon.com/images/I/71xTH9L69yL.jpg,300,back,Yes,Backpack,20,Side,Lifetime,2,4.2,12
North St. Bags Belmont Backpack 22L,1,"Has internal hook & Loop, velcro for customization",Toploader,no,6.5,Yes,23L,1,17.5,https://northstbags.com/collections/backpacks/products/belmont-backpack,Internal sleeve,2,No,No,"1000D Cordura, EPX/Ecopak",16,No,USA 🇺🇸,No,https://northstbags.com/cdn/shop/files/product-backpack-belmont-burgundy-teal_4d2c2290-f22a-41e2-9aa4-c89aaa7ff594.webp?v=1716499911&width=870,180,front,Yes,Backpack,22,Side,Lifetime,2,1.8,11
North St. Bags Davis Backpack 20L,1,,Rolltop,no,5.8,Yes,20L,1,18,https://northstbags.com/collections/backpacks/products/davis-daypack,Not dedicated,1,No,No,1000d Cordura,11,No,USA 🇺🇸,No,https://northstbags.com/cdn/shop/files/product-daypack-davis-1000d-moss.jpg?crop=center&height=1200&v=1721858242&width=1200,150,front,Yes,Backpack,15,Side,Lifetime,2,1.3,10
North St. Bags Flanders Backpack 32L,2,has extra tablet/iPad sleeve,Rolltop,4,8,Yes,32L,1,18,https://northstbags.com/collections/backpacks/products/flanders-backpack,Internal sleeve,2,No,No,1000d Cordura,15,No,USA 🇺🇸,No,https://northstbags.com/cdn/shop/files/product-backpack-flanders-1000d-midnight.jpg?crop=center&height=1200&v=1705447325&width=1200,240,front,Yes,Backpack,28,Side,Lifetime,2,2.3,12.5
North St. Bags Vancouver Daypack 13L,no,"Has internal hook & Loop, velcro for customization",Clamshell,no,5,No,No,1,16,https://northstbags.com/collections/backpacks/products/vancouver-daypack,Internal sleeve,>10,No,Yes,"1000D Cordura, EPX/Ecopak",14,No,USA 🇺🇸,No,https://northstbags.com/cdn/shop/files/product-daypack-front-coyote.jpg?v=1728945791&width=480,145,,Yes,Backpack,13,front,Lifetime,1,1,10
North St. Bags Weekender Backpack 28L,3,"Has internal hook & Loop, velcro for customization",Clamshell,4,8,No,No,3,18,https://northstbags.com/collections/backpacks/products/weekender-backpack,External compartment,>10,No,Yes,Rugged EPX600 Fabric - 600 denier polyester backed with waterproof EcoPak sailcloth,16,No,USA 🇺🇸,No,https://northstbags.com/cdn/shop/products/product-backpack-weekender-black-keyshot.jpg?v=1729194214&width=480,345,top & front,Yes,Backpack,28,front,Lifetime,1,2.8,12
North St. Bags Weekender Meeting Bag,1,"Has internal hook & Loop, velcro for customization",Clamshell,4,3,No,No,1,15,https://northstbags.com/collections/backpacks/products/weekender-meeting-bag,Internal sleeve,6,No,No,Rugged EPX600 Fabric - 600 denier polyester backed with waterproof EcoPak sailcloth,14,No,USA 🇺🇸,No,https://huckberry.imgix.net/spree/products/527550/original/wVqz4BQzpc_north-st-bags_usa_made_x-pac_weekender_meeting_bag_backpacks_0_original.jpg?auto=format%2C%20compress&crop=top&fit=fill&cs=tinysrgb&ar=4%3A5&fill=solid&fill-color=FFFFFF&ixlib=react-9.8.1,180,front,No,Backpack,10,,Lifetime,no,1.4,12.5
Northface Base Camp Voyager Daypack,1,"External daisy-chain webbing
Adjustable divider to separate clothes, shoes or other items between the top and bottom of the pack",180° Half Zip,no,5,No,No,1,18,https://www.thenorthface.com/en-us/bags-and-gear/backpacks-c224451/base-camp-voyager-daypack-pNF0A81DM?color%3DWZO&sa=D&source=editors&ust=1740763376134362&usg=AOvVaw0flVbfcbNKFBP7eHi8sisX,External compartment,>10,No,No,300D recycled polyester tarpaulin with TPU laminate,16,No,USA 🇺🇸,No,"https://assets.thenorthface.eu/images/t_img/f_auto,h_462,e_sharpen:60,w_462/dpr_2.0/v1770146587/NF0A81DM926-HERO/Base-Camp-Voyager-Daypack-TNF-Shady-BlueSummit-Navy-HERO.jpg",140,front,Yes,Backpack,26,Side,2 years,2,2.6,11
Northface Base Camp Voyager Travel Pack,1,"External daisy-chain webbing
Adjustable divider to separate clothes, shoes or other items between the top and bottom of the pack",Clamshell,no,6.5,No,No,3,19.5,https://www.thenorthface.com/en-us/bags-and-gear/backpacks-c224451/base-camp-voyager-travel-pack-pNF0A81DN&sa=D&source=editors&ust=1740763376136187&usg=AOvVaw1G-xP4HxYPcO5VJKY0XhuW,External compartment,>10,No,No,300D recycled polyester tarpaulin with TPU laminate,16,No,USA 🇺🇸,No,"https://assets.thenorthface.com/images/t_img/f_auto,h_400,w_344,e_unsharp_mask:100/dpr_2.0/v1723175138/NF0A81DN4WC-FRONT34/Base-Camp-Voyager-Travel-Pack-35L.png",170,front,Yes,Backpack,35,Side,2 years,2,3.5,12
